team_logo,TEAM,Pace,eFGPCTG,TOVPCTG,ORBPCTG,FTPERFGA,ORtg
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709931/primary/D/logo.svg,CAPITANES,87.2,.473,9.2,34.0,.129,124.9
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709904/primary/L/logo.svg,SKY FORCE,87.2,.596,10.0,28.9,.120,135.2


