team_logo,TEAM,Pace,eFGPCTG,TOVPCTG,ORBPCTG,FTPERFGA,ORtg
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709931/primary/D/logo.svg,CAPITANES,91.1,.417,8.3,27.3,.144,105.3
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709924/primary/L/logo.svg,CLIPPERS,91.1,.538,15.7,22.2,.138,113.0
