team_logo,TEAM,Pace,eFGPCTG,TOVPCTG,ORBPCTG,FTPERFGA,ORtg
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709931/primary/D/logo.svg,CAPITANES,95.2,.566,12.5,35.6,.121,130.2
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709911/primary/D/logo.svg,WOLVES,95.2,.548,14.0,31.1,.074,121.8
