PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV
1631242,168,Kellan Grady,1612709917,GRG,16,550,83,189,0.439,34,103,0.33,1,2,0.5,12,40,52,36,16,7,17,17,202,189,2.12,0.94
1629034,168,Ray Spalding,1612709908,RGV,18,472,88,146,0.603,6,25,0.24,10,22,0.455,39,96,135,39,21,28,43,59,202,312,0.91,0.49
1628532,170,ShawnDre Jones,1612709932,MCC,25,524,81,201,0.403,17,62,0.274,15,22,0.682,9,32,41,125,10,1,35,46,200,215,3.57,0.29
1631104,171,Blake Wesley,1612709890,AUS,10,292,74,175,0.423,16,45,0.356,21,33,0.636,7,29,36,27,18,0,30,23,198,136,0.9,0.6
1630817,172,Pedro Bradshaw,1612709910,FWN,23,433,61,120,0.508,13,31,0.419,34,43,0.791,42,87,129,26,17,9,16,25,197,294,1.63,1.06
1629204,173,Scottie Lindsey,1612709915,MNE,20,477,71,175,0.406,28,98,0.286,15,15,1.0,18,47,65,23,4,11,17,44,195,177,1.35,0.23
1630525,174,David Johnson,1612709920,RAP,18,398,76,150,0.507,25,64,0.391,11,16,0.688,20,37,57,44,13,10,21,43,194,218,2.1,0.62
1630681,175,Marcus Zegarowski,1612709890,AUS,21,497,73,174,0.42,32,82,0.39,10,11,0.909,7,44,51,48,21,1,32,41,193,180,1.5,0.66
1626173,175,Rashad Vaughn,1612709893,CLC,20,561,72,174,0.414,31,101,0.307,11,14,0.786,7,73,80,36,25,5,22,33,193,212,1.64,1.14
1630289,177,Elijah Pemberton,1612709902,SCW,15,360,62,109,0.569,19,38,0.5,26,31,0.839,8,37,45,27,7,3,19,36,189,200,1.42,0.37
1630310,178,Craig Randall II,1612709911,IWA,10,299,68,165,0.412,37,105,0.352,9,13,0.692,11,43,54,35,8,1,22,23,187,162,1.59,0.36
1627756,178,Denzel Valentine,1612709915,MNE,14,460,68,160,0.425,41,108,0.38,6,8,0.75,13,95,108,89,17,0,37,39,187,270,2.4,0.46
1630585,178,Marcus Garrett,1612709904,SXF,20,485,73,161,0.453,6,31,0.194,20,39,0.513,30,74,104,52,28,9,27,38,187,246,1.93,1.04
1631205,181,Buddy Boeheim,1612709932,MCC,15,402,61,144,0.424,43,115,0.374,14,15,0.933,10,26,36,24,12,5,8,22,185,170,3.0,1.5
1631160,181,Jordan Hall,1612709890,AUS,19,545,59,174,0.339,35,94,0.372,21,26,0.808,12,81,93,87,19,9,46,48,185,227,1.89,0.41
1631169,181,Josh Minott,1612709911,IWA,9,264,75,133,0.564,7,24,0.292,17,23,0.739,23,42,65,17,14,12,17,24,185,212,1.0,0.82
1631288,184,Jamal Cain,1612709904,SXF,8,281,69,132,0.523,11,33,0.333,20,25,0.8,27,56,83,10,11,6,17,23,184,209,0.59,0.65
1631399,185,Jon Elmore,1612709904,SXF,21,502,66,149,0.443,36,90,0.4,7,14,0.5,10,61,71,90,27,12,23,33,181,268,3.91,1.17
1630181,185,R.J. Hampton,1612709925,LAK,8,217,62,134,0.463,9,32,0.281,29,34,0.853,13,21,34,15,5,0,11,13,181,147,1.36,0.46
1630895,187,Amauri Hardy,1612709918,TEX,17,405,72,168,0.429,16,52,0.308,11,20,0.55,7,32,39,65,16,3,18,23,180,180,3.61,0.89
1627292,188,Kadeem Jack,1612709904,SXF,21,469,69,132,0.523,8,17,0.471,19,29,0.655,55,96,151,23,13,18,29,64,178,281,0.79,0.45
1628575,189,Jaylen Johnson,1612709932,MCC,17,405,66,130,0.508,14,36,0.389,19,26,0.731,45,65,110,34,10,11,28,32,176,242,1.21,0.36
1630253,189,Sean McDermott,1612709926,MHU,18,415,64,144,0.444,32,91,0.352,8,11,0.727,13,54,67,29,8,6,13,19,176,190,2.23,0.61
1631499,191,Alex O'Connell,1612709914,STO,22,449,65,144,0.451,27,73,0.37,11,13,0.846,20,71,91,31,21,4,34,25,175,207,0.91,0.62
1629361,192,Marvin Smith,1612709915,MNE,21,476,64,168,0.381,27,90,0.3,10,15,0.667,40,77,117,11,12,10,23,45,172,190,0.48,0.52
1628425,192,Sterling Brown,1612709920,RAP,13,403,62,131,0.473,31,67,0.463,10,13,0.769,14,86,100,48,9,8,24,37,172,241,2.0,0.38
1631098,194,Johnny Davis,1612709928,CCG,15,412,64,166,0.386,16,59,0.271,20,26,0.769,14,41,55,21,17,8,32,39,171,132,0.66,0.53
1629818,194,Jordan Murphy,1612709890,AUS,18,327,66,119,0.555,2,8,0.25,21,39,0.538,33,59,92,18,16,16,27,34,171,215,0.67,0.59
1626280,196,Sam Thompson,1612709904,SXF,21,512,65,128,0.508,9,38,0.237,17,21,0.81,27,63,90,33,17,14,21,52,170,236,1.57,0.81
1630707,197,Malik Ellison,1612709929,CPS,22,482,66,109,0.606,1,11,0.091,21,33,0.636,45,72,117,18,13,8,16,53,169,254,1.13,0.81
1631340,197,Mojave King,1612709930,GLI,22,538,58,145,0.4,14,56,0.25,22,27,0.815,16,78,94,28,10,4,19,39,169,194,1.47,0.53
1631451,199,Javonte Cooke,1612709911,IWA,21,426,61,143,0.427,24,76,0.316,12,17,0.706,20,47,67,34,12,10,15,29,168,189,2.27,0.8
1641505,199,Justin Kier,1612709890,AUS,19,541,58,129,0.45,18,48,0.375,19,25,0.76,8,59,67,96,18,3,44,38,168,231,2.18,0.41
1630762,201,Phillip Wheeler,1612709911,IWA,19,353,62,112,0.554,5,23,0.217,21,35,0.6,39,52,91,18,11,9,24,35,167,208,0.75,0.46
1631157,201,Ryan Rollins,1612709902,SCW,9,202,61,118,0.517,10,28,0.357,23,26,0.885,10,18,28,25,9,3,23,17,167,149,1.09,0.39
1630321,203,Nate Pierre-Louis,1612709905,SBL,19,353,69,108,0.639,7,15,0.467,12,16,0.75,21,52,73,31,20,12,15,40,166,244,2.07,1.33
1629906,204,Elijah Cain,1612709903,SLC,21,432,57,133,0.429,20,61,0.328,20,31,0.645,8,43,51,34,8,12,16,45,165,167,2.13,0.5
1631367,205,Jacob Gilyard,1612709926,MHU,21,635,55,130,0.423,32,86,0.372,15,17,0.882,14,45,59,207,40,10,43,25,162,358,4.81,0.93
1631216,206,Caleb Houstan,1612709925,LAK,10,289,52,128,0.406,29,83,0.349,19,20,0.95,22,30,52,17,8,2,27,16,161,136,0.63,0.3
1631442,206,Mustapha Heron,1612709908,RGV,17,290,58,124,0.468,17,55,0.309,15,19,0.789,13,29,42,12,8,4,22,33,161,135,0.55,0.36
1630706,208,Bryce Wills,1612709917,GRG,23,579,61,130,0.469,24,66,0.364,8,14,0.571,5,108,113,31,19,19,31,38,160,236,1.0,0.61
1630808,208,Damien Jefferson,1612709926,MHU,17,338,61,130,0.469,21,58,0.362,9,11,0.818,10,64,74,19,13,1,18,11,160,178,1.06,0.72
1630652,208,Trevion Williams,1612709928,CCG,20,398,70,132,0.53,6,21,0.286,8,12,0.667,61,112,173,46,6,8,49,55,160,278,0.94,0.12
1631238,211,Michael Devoe,1612709924,ONT,23,515,51,124,0.411,13,43,0.302,24,27,0.889,10,68,78,46,11,9,22,43,159,205,2.09,0.5
1630187,212,Daniel Oturu,1612709923,WCB,15,276,66,115,0.574,1,6,0.167,14,25,0.56,36,49,85,11,9,7,17,32,157,192,0.65,0.53
1631293,212,Davion Mintz,1612709928,CCG,18,335,58,123,0.472,15,46,0.326,17,27,0.63,12,28,40,32,11,0,19,16,157,146,1.68,0.58
1631348,212,Isaiah Whaley,1612709922,GBO,23,432,66,109,0.606,2,6,0.333,15,29,0.517,40,88,128,16,11,24,20,64,157,259,0.8,0.55
202951,212,Jeremy Pargo,1612709923,WCB,16,389,64,163,0.393,15,60,0.25,10,14,0.714,2,29,31,73,11,1,24,22,157,146,3.04,0.46
1628419,216,Cameron Oliver,1612709905,SBL,15,298,65,102,0.637,3,14,0.214,14,20,0.7,28,62,90,14,12,15,24,44,156,220,0.58,0.5
1631376,216,Dmytro Skapintsev,1612709919,WES,21,341,58,92,0.63,3,13,0.231,21,29,0.724,39,73,112,34,8,15,26,44,156,257,1.31,0.31
1630835,216,LJ Figueroa,1612709905,SBL,13,298,64,132,0.485,19,51,0.373,5,11,0.455,13,35,48,18,22,6,18,23,156,158,1.0,1.22
1630588,216,Makur Maker,1612709928,CCG,23,477,50,125,0.4,23,72,0.319,18,21,0.857,28,98,126,25,3,17,29,54,156,220,0.86,0.1
1628591,220,Craig Sword,1612709928,CCG,20,463,60,100,0.6,7,25,0.28,17,20,0.85,24,49,73,24,29,18,18,42,155,238,1.33,1.61
1631172,220,Ousmane Dieng,1612709889,OKL,9,308,63,139,0.453,22,63,0.349,4,10,0.4,12,58,70,27,6,4,25,20,155,155,1.08,0.24
1630204,222,Ashton Hagans,1612709922,GBO,23,447,58,116,0.5,11,29,0.379,15,24,0.625,8,57,65,102,23,5,43,50,153,238,2.37,0.54
1630288,223,Jeff Dowtin Jr.,1612709920,RAP,10,325,53,112,0.473,11,32,0.344,23,29,0.793,8,34,42,57,17,4,18,12,149,186,3.17,0.94
1629603,223,Mamadi Diakite,1612709893,CLC,8,255,56,105,0.533,13,37,0.351,15,17,0.882,16,44,60,19,5,14,33,27,149,163,0.58,0.15
1630564,223,RaiQuan Gray,1612709921,LIN,10,298,59,103,0.573,4,13,0.308,14,21,0.667,19,60,79,27,12,7,30,33,149,193,0.9,0.4
1630602,226,Chaundee Brown Jr.,1612709890,AUS,12,344,54,128,0.422,13,44,0.295,15,18,0.833,18,40,58,18,6,0,18,21,148,135,1.0,0.33
1630627,227,Isaiah Miller,1612709903,SLC,21,406,64,140,0.457,9,29,0.31,7,18,0.389,34,55,89,47,27,1,28,37,147,196,1.68,0.96
1630555,227,Joel Ayayi,1612709925,LAK,21,527,55,114,0.482,17,51,0.333,11,17,0.647,30,76,106,84,33,4,30,43,147,279,2.8,1.1
1631217,229,Moussa Diabate,1612709924,ONT,9,305,56,99,0.566,0,3,0.0,22,39,0.564,44,67,111,22,11,10,28,26,146,212,0.79,0.39
1631452,230,Noah Kirkwood,1612709921,LIN,23,463,57,141,0.404,23,73,0.315,4,7,0.571,9,75,84,62,17,6,26,51,144,200,2.38,0.65
1629604,231,CJ Elleby,1612709903,SLC,13,311,48,127,0.378,20,58,0.345,14,18,0.778,11,71,82,41,18,8,20,31,143,189,2.05,0.9
1630324,231,Ryan Woolridge,1612709889,OKL,17,355,60,96,0.625,3,7,0.429,10,15,0.667,27,45,72,52,19,6,24,18,143,227,2.17,0.79
1631246,231,Vince Williams Jr.,1612709926,MHU,8,246,49,75,0.653,16,35,0.457,17,21,0.81,13,51,64,14,14,6,14,26,143,197,1.0,1.0
1631290,234,Aaron Wheeler,1612709923,WCB,19,371,55,117,0.47,12,45,0.267,13,20,0.65,18,51,69,18,11,14,7,34,142,178,2.57,1.57
1629800,234,Kavion Pippen,1612709921,LIN,17,274,64,99,0.646,3,6,0.5,7,15,0.467,33,49,82,23,8,16,18,39,142,210,1.28,0.44
1631416,236,Zeke Moore,1612709889,OKL,12,312,52,102,0.51,16,43,0.372,12,14,0.857,10,23,33,36,3,0,14,25,141,147,2.57,0.21
1630714,237,Josh Nzeakor,1612709913,BIR,18,417,55,90,0.611,0,0,0.0,20,28,0.714,45,61,106,36,10,3,28,48,139,223,1.29,0.36
1627775,238,Patrick McCaw,1612709909,DEL,23,477,53,118,0.449,22,68,0.324,6,6,1.0,9,34,43,52,28,5,16,29,137,184,3.25,1.75
1631261,239,Fabian White Jr.,1612709905,SBL,17,280,57,104,0.548,7,19,0.368,10,19,0.526,35,41,76,19,13,18,19,48,136,187,1.0,0.68
1631489,239,Noah Starkey,1612709910,FWN,19,333,51,100,0.51,3,7,0.429,19,22,0.864,35,66,101,12,7,13,20,46,136,197,0.6,0.35
1629007,241,Jontay Porter,1612709927,WIS,13,368,54,155,0.348,22,77,0.286,3,7,0.429,33,115,148,33,11,33,29,39,134,225,1.14,0.38
1630695,241,Micah Potter,1612709903,SLC,9,285,48,106,0.453,18,44,0.409,11,16,0.688,24,77,101,23,4,6,15,22,134,190,1.53,0.27
1630708,243,Jordy Tshimanga,1612709911,IWA,16,379,53,85,0.624,0,1,0.0,14,28,0.5,38,71,109,22,10,22,33,60,132,216,0.67,0.3
1630580,244,Joe Wieskamp,1612709920,RAP,8,249,43,90,0.478,26,62,0.419,12,18,0.667,11,38,49,16,5,4,6,12,131,146,2.67,0.83
1631440,244,Jordan Bohannon,1612709911,IWA,21,407,41,112,0.366,36,99,0.364,10,12,0.833,17,42,59,26,8,4,4,40,131,151,6.5,2.0
1630720,246,Manny Camper,1612709917,GRG,24,698,50,108,0.463,14,39,0.359,8,23,0.348,38,89,127,50,22,9,15,65,130,250,3.33,1.47
1630566,247,John Petty Jr.,1612709913,BIR,20,450,45,123,0.366,32,97,0.33,3,7,0.429,7,40,47,34,16,10,23,26,127,129,1.48,0.7
1629679,248,Simisola Shittu,1612709911,IWA,11,222,47,85,0.553,1,4,0.25,18,33,0.545,36,55,91,14,9,10,16,39,126,181,0.88,0.56
1630225,249,Isaiah Todd,1612709928,CCG,22,439,40,124,0.323,22,85,0.259,12,16,0.75,8,56,64,11,5,19,18,48,124,117,0.61,0.28
1631298,249,Jack White,1612709917,GRG,7,222,47,90,0.522,13,32,0.406,12,16,0.75,21,33,54,11,5,6,11,19,124,142,1.0,0.46
204105,249,Jordan Swing,1612709913,BIR,17,325,45,93,0.484,17,48,0.354,10,15,0.667,7,38,45,36,14,5,21,28,124,150,1.71,0.67
1631449,249,Warith Alatishe,1612709924,ONT,17,406,58,96,0.604,0,2,0.0,6,11,0.545,55,68,123,18,16,30,16,57,124,252,1.13,1.0
1628876,253,Jared Brownridge,1612709909,DEL,19,345,42,116,0.362,33,87,0.379,4,7,0.571,5,32,37,30,6,2,13,21,123,108,2.31,0.46
1631129,254,Iverson Molinar,1612709927,WIS,13,278,52,103,0.505,1,10,0.1,11,16,0.688,7,22,29,30,8,3,19,14,122,117,1.58,0.42
1630342,254,Trhae Mitchell,1612709908,RGV,17,550,51,121,0.421,8,48,0.167,8,11,0.727,33,94,127,35,22,19,20,62,122,232,1.75,1.1
1629102,256,Brandon Sampson,1612709927,WIS,14,268,41,85,0.482,17,45,0.378,12,16,0.75,7,26,33,27,10,2,20,16,121,125,1.35,0.5
1630792,256,Malcolm Hill,1612709913,BIR,8,303,36,90,0.4,19,53,0.358,17,20,0.85,10,40,50,20,11,2,6,23,121,141,3.33,1.83
1631116,256,Patrick Baldwin Jr.,1612709902,SCW,8,198,43,102,0.422,24,67,0.358,6,8,0.75,5,39,44,14,2,5,19,11,121,106,0.74,0.1
1630234,256,Ty-Shon Alexander,1612709909,DEL,18,283,42,81,0.519,30,58,0.517,4,4,1.0,2,33,35,26,5,3,19,12,121,132,1.37,0.26
1631458,260,Darryl Morsell,1612709920,RAP,18,344,43,106,0.406,12,39,0.308,13,18,0.722,20,42,62,40,14,7,20,36,119,154,2.0,0.7
1631457,261,Alex Morales,1612709925,LAK,20,465,47,107,0.439,4,17,0.235,14,20,0.7,41,63,104,40,26,6,23,61,118,205,1.74,1.13
1630549,261,Day'Ron Sharpe,1612709921,LIN,8,230,50,89,0.562,2,9,0.222,9,14,0.643,33,64,97,21,5,15,28,28,118,184,0.75,0.18
1630623,263,Tyson Etienne,1612709929,CPS,22,350,37,100,0.37,17,53,0.321,16,18,0.889,5,19,24,25,13,3,12,36,117,105,2.08,1.08
1631341,264,Chandler Vaudrin,1612709893,CLC,22,530,49,98,0.5,8,24,0.333,4,16,0.25,28,74,102,79,16,2,34,40,114,218,2.32,0.47
1641499,265,Jeriah Horne,1612709914,STO,22,333,42,90,0.467,24,61,0.393,3,3,1.0,11,54,65,16,13,8,10,34,113,157,1.6,1.3
1631113,265,Kennedy Chandler,1612709926,MHU,7,208,47,102,0.461,6,29,0.207,10,17,0.588,5,12,17,40,12,2,16,12,113,106,2.5,0.75
1641501,265,Ryan Hawkins,1612709920,RAP,19,335,43,91,0.473,20,54,0.37,3,5,0.6,21,33,54,20,17,4,8,31,113,150,2.5,2.13
1630846,268,Olivier Sarr,1612709889,OKL,9,212,45,81,0.556,8,19,0.421,7,12,0.583,32,45,77,10,3,18,15,26,112,164,0.67,0.2
1631474,268,Terrell Brown Jr.,1612709926,MHU,17,250,41,88,0.466,5,13,0.385,14,16,0.875,4,29,33,61,11,1,12,14,112,157,5.08,0.92
1631344,270,Caio Pacheco,1612709931,MXC,16,388,39,108,0.361,16,49,0.327,10,13,0.769,8,24,32,52,9,0,30,38,111,102,1.73,0.3
1641526,271,Babacar Sane,1612709930,GLI,17,323,43,100,0.43,9,28,0.321,8,16,0.5,22,70,92,13,6,13,24,31,110,145,0.54,0.25
203583,272,Abdul Gaddy,1612709889,OKL,21,587,45,102,0.441,15,39,0.385,3,8,0.375,16,58,74,169,18,2,53,48,109,257,3.19,0.34
1631408,272,Ben Coupet Jr.,1612709923,WCB,16,273,40,92,0.435,21,57,0.368,4,7,0.571,6,24,30,12,7,1,16,29,109,88,0.75,0.44
1629309,272,Trayvon Palmer,1612709932,MCC,22,489,39,84,0.464,18,42,0.429,8,10,0.8,33,56,89,17,5,6,19,50,109,160,0.9,0.26
1631111,272,Wendell Moore Jr.,1612709911,IWA,6,181,40,93,0.43,9,35,0.257,12,14,0.857,3,22,25,37,3,1,18,10,109,102,2.06,0.17
203503,276,Tony Snell,1612709915,MNE,9,251,36,74,0.486,17,41,0.415,14,15,0.933,9,41,50,21,5,5,4,22,108,146,5.25,1.25
1631342,277,Daeqwon Plowden,1612709913,BIR,16,303,36,94,0.383,14,46,0.304,12,13,0.923,20,27,47,15,7,5,10,21,107,112,1.5,0.7
1631410,278,Kameron Hankerson,1612709921,LIN,20,275,39,101,0.386,13,54,0.241,8,8,1.0,5,34,39,23,8,9,15,15,106,108,1.53,0.53
1629245,279,Nuni Omot,1612709925,LAK,13,254,33,81,0.407,12,38,0.316,15,16,0.938,10,31,41,22,7,2,18,21,105,110,1.22,0.39
200817,279,Pooh Jeter,1612709930,GLI,18,262,37,86,0.43,19,42,0.452,10,10,1.0,1,24,25,31,7,1,19,12,105,101,1.63,0.37
1630828,281,Alex Antetokounmpo,1612709927,WIS,23,473,36,99,0.364,15,56,0.268,11,19,0.579,14,39,53,15,15,6,24,49,104,98,0.63,0.63
1631260,282,AJ Green,1612709927,WIS,5,158,39,81,0.481,21,51,0.412,3,3,1.0,7,14,21,14,6,1,6,8,103,97,2.33,1.0
1631235,283,Eli Brooks,1612709910,FWN,15,382,36,86,0.419,16,42,0.381,10,15,0.667,12,72,84,56,7,1,17,18,102,178,3.29,0.41
1631102,284,TyTy Washington Jr.,1612709908,RGV,3,116,33,72,0.458,13,31,0.419,13,17,0.765,8,11,19,22,5,0,9,4,100,94,2.44,0.56
1630796,285,Jordan Allen,1612709919,WES,13,220,36,93,0.387,23,67,0.343,2,2,1.0,8,21,29,8,4,1,22,9,98,61,0.36,0.18
1631208,285,Ryan Turell,1612709932,MCC,24,344,34,82,0.415,19,58,0.328,7,10,0.7,10,30,40,6,10,1,12,37,98,92,0.5,0.83
1631132,287,Christian Koloko,1612709920,RAP,7,205,38,64,0.594,2,13,0.154,12,16,0.75,27,39,66,11,4,25,15,21,97,158,0.73,0.27
1631421,288,Au'Diese Toney,1612709925,LAK,18,318,37,69,0.536,3,17,0.176,11,12,0.917,39,23,62,18,5,5,14,43,96,139,1.29,0.36
1631112,288,Kendall Brown,1612709910,FWN,10,238,41,73,0.562,5,17,0.294,6,8,0.75,9,30,39,23,12,6,11,19,96,131,2.09,1.09
1630294,290,Emmitt Williams,1612709924,ONT,22,274,37,68,0.544,7,23,0.304,9,15,0.6,27,60,87,5,8,10,9,47,94,158,0.56,0.89
1626161,290,Willie Cauley-Stein,1612709908,RGV,10,283,40,62,0.645,5,14,0.357,5,9,0.556,14,47,61,25,12,16,15,24,94,167,1.67,0.8
1630572,292,Sandro Mamukelashvili,1612709927,WIS,4,148,36,74,0.486,8,17,0.471,8,12,0.667,23,29,52,19,3,4,11,11,93,118,1.73,0.27
1630533,292,Ziaire Williams,1612709926,MHU,5,150,37,85,0.435,7,28,0.25,7,9,0.778,8,29,37,13,4,1,9,7,93,89,1.44,0.44
1631358,294,Jassel Perez,1612709931,MXC,15,280,37,84,0.44,14,42,0.333,1,5,0.2,12,17,29,14,12,3,10,38,90,87,1.4,1.2
1629729,294,Josh Reaves,1612709908,RGV,10,250,34,81,0.42,3,22,0.136,10,12,0.833,9,30,39,35,12,4,19,28,90,112,1.84,0.63
1631108,296,Max Christie,1612709905,SBL,7,192,36,83,0.434,9,34,0.265,5,8,0.625,1,31,32,13,4,1,17,14,89,72,0.77,0.23
1630711,297,Olin Carter III,1612709890,AUS,13,210,29,95,0.305,11,53,0.208,10,10,1.0,1,24,25,19,6,6,10,31,88,68,1.9,0.6
1629787,298,Marcus Graves,1612709930,GLI,14,265,29,76,0.382,11,33,0.333,10,14,0.714,7,23,30,58,16,2,15,29,87,127,3.87,1.07
1631436,299,Gabe Osabuohien,1612709893,CLC,22,393,26,66,0.394,0,0,0.0,19,31,0.613,46,54,100,53,25,15,33,61,86,194,1.61,0.76
1631379,299,Reginald Kissoonlal,1612709915,MNE,16,171,30,61,0.492,12,29,0.414,8,10,0.8,21,31,52,10,4,22,16,36,86,125,0.63,0.25
1631121,301,Bryce McGowens,1612709922,GBO,4,127,29,62,0.468,4,17,0.235,16,20,0.8,2,13,15,8,8,0,8,8,85,71,1.0,1.0
1630240,302,Saben Lee,1612709920,RAP,5,180,32,69,0.464,6,17,0.353,8,14,0.571,11,12,23,41,12,5,15,13,83,106,2.73,0.8
1631223,303,David Roddy,1612709926,MHU,4,132,28,66,0.424,11,30,0.367,10,16,0.625,4,12,16,11,3,0,9,5,82,59,1.22,0.33
1631338,303,Mouhamadou Gueye,1612709918,TEX,8,156,33,55,0.6,1,7,0.143,8,13,0.615,15,25,40,11,2,17,16,18,82,109,0.69,0.13
1630771,305,Blake Francis,1612709893,CLC,7,132,25,56,0.446,12,30,0.4,10,12,0.833,2,15,17,24,10,1,8,8,81,92,3.0,1.25
1641502,306,Landon Kirkwood,1612709904,SXF,12,235,27,72,0.375,16,49,0.327,4,6,0.667,9,30,39,9,8,2,13,20,78,76,0.69,0.61
1629200,307,Aaron Epps,1612709922,GBO,11,122,32,58,0.552,5,12,0.417,4,6,0.667,13,25,38,6,5,9,4,20,77,103,1.5,1.25
1630692,307,Jordan Goodwin,1612709928,CCG,4,141,27,71,0.38,7,25,0.28,10,13,0.769,5,22,27,20,5,3,9,7,77,76,2.22,0.56
1630639,309,A.J. Lawson,1612709918,TEX,3,105,27,52,0.519,8,20,0.4,8,9,0.889,6,26,32,9,6,2,5,5,76,94,1.8,1.2
1631479,309,Adrian Delph,1612709890,AUS,16,285,28,75,0.373,15,41,0.366,3,3,1.0,4,29,33,18,3,1,6,23,76,78,3.0,0.5
1629625,309,Justin Wright-Foreman,1612709919,WES,8,151,25,68,0.368,9,29,0.31,9,10,0.9,4,12,16,9,3,3,7,10,76,56,1.29,0.43
1629712,312,Didi Louzada,1612709893,CLC,8,219,29,66,0.439,11,32,0.344,4,6,0.667,7,42,49,20,5,3,16,11,75,97,1.25,0.31
1630526,313,Jeremiah Robinson-Earl,1612709889,OKL,4,124,30,45,0.667,6,12,0.5,4,6,0.667,10,19,29,8,3,3,9,9,73,90,0.89,0.33
1631389,314,Davion Warren,1612709929,CPS,12,141,25,57,0.439,5,21,0.238,8,12,0.667,4,27,31,5,5,3,9,15,70,69,0.56,0.56
1631212,314,Peyton Watson,1612709917,GRG,4,118,26,59,0.441,2,11,0.182,11,15,0.733,6,22,28,5,1,5,15,10,70,57,0.33,0.07
1629666,316,Charles Matthews,1612709923,WCB,19,284,21,68,0.309,7,39,0.179,12,16,0.75,17,43,60,2,10,3,12,12,68,80,0.17,0.83
1630238,317,Malik Fitts,1612709924,ONT,9,285,24,83,0.289,11,48,0.229,5,7,0.714,1,38,39,15,7,1,12,13,67,56,1.25,0.58
1630721,318,Marcus Burk,1612709917,GRG,10,179,21,55,0.382,16,38,0.421,4,4,1.0,2,15,17,13,5,1,7,13,66,61,1.86,0.71
1630568,319,Luka Garza,1612709911,IWA,2,78,25,42,0.595,7,16,0.438,6,7,0.857,6,18,24,10,1,3,4,6,65,81,2.5,0.25
1630778,320,Denzel Mahoney,1612709890,AUS,16,320,21,59,0.356,12,46,0.261,7,10,0.7,3,13,16,14,9,2,9,42,64,55,1.56,1.0
1631258,321,Bryson Williams,1612709924,ONT,14,204,27,60,0.45,3,11,0.273,5,10,0.5,14,35,49,4,1,4,10,30,63,73,0.4,0.1
1630535,321,Greg Brown III,1612709924,ONT,4,108,18,48,0.375,7,25,0.28,12,16,0.75,8,12,20,6,4,8,7,16,63,60,0.86,0.57
1629686,323,Deividas Sirvydis,1612709927,WIS,8,135,20,61,0.328,15,50,0.3,4,4,1.0,4,24,28,7,2,1,8,17,61,50,0.88,0.25
1631202,324,Shareef O'Neal,1612709930,GLI,11,140,21,40,0.525,0,2,0.0,13,17,0.765,9,19,28,9,9,1,8,28,60,76,1.13,1.13
1630640,325,MJ Walker,1612709919,WES,4,98,20,46,0.435,9,25,0.36,5,6,0.833,0,9,9,1,4,1,6,13,59,41,0.17,0.67
1629862,326,Shawn Occeus,1612709908,RGV,20,331,22,64,0.344,7,33,0.212,5,11,0.455,17,34,51,23,15,11,2,27,58,108,11.5,7.5
203901,327,Elfrid Payton,1612709910,FWN,5,124,26,61,0.426,2,12,0.167,2,5,0.4,2,19,21,25,4,2,8,10,57,63,3.13,0.5
1626272,327,Lazeric Jones,1612709923,WCB,15,203,20,50,0.4,5,18,0.278,6,8,0.75,4,12,16,28,14,2,13,23,57,72,2.15,1.08
1630723,329,Eric Demers,1612709915,MNE,11,120,18,34,0.529,17,29,0.586,2,2,1.0,4,7,11,11,8,0,6,14,56,64,1.83,1.33
203658,330,Norvel Pelle,1612709931,MXC,11,145,21,47,0.447,0,0,0.0,7,11,0.636,22,20,42,6,2,15,12,30,55,78,0.5,0.17
1626203,331,Treveon Graham,1612709921,LIN,11,125,22,49,0.449,6,19,0.316,4,10,0.4,17,32,49,9,5,2,4,15,54,82,2.25,1.25
1630605,332,JaQuori McLaughlin,1612709902,SCW,7,146,19,48,0.396,6,20,0.3,5,7,0.714,5,20,25,18,2,3,13,11,53,57,1.39,0.15
1630777,332,Jeremiah Tilmon,1612709920,RAP,6,93,19,31,0.613,0,0,0.0,9,13,0.692,10,11,21,6,0,4,9,28,53,59,0.67,0.0
1630346,334,Matt Ryan,1612709911,IWA,2,67,15,37,0.405,10,22,0.455,6,6,1.0,2,1,3,7,2,1,5,0,52,38,1.4,0.4
1631300,335,Drake Jeffries,1612709925,LAK,16,215,18,68,0.265,14,59,0.237,1,2,0.5,8,17,25,10,5,4,7,14,51,37,1.43,0.71
1630651,336,Romeo Weems,1612709926,MHU,13,209,18,45,0.4,3,23,0.13,8,9,0.889,10,26,36,7,10,3,14,24,50,64,0.5,0.71
1628753,336,Tra-Deon Hollins,1612709920,RAP,12,204,19,65,0.292,6,30,0.2,3,5,0.6,2,19,21,62,13,2,25,28,50,75,2.48,0.52
1628371,338,Jonathan Isaac,1612709925,LAK,3,53,16,39,0.41,1,12,0.083,8,11,0.727,4,16,20,6,0,6,4,5,47,49,1.5,0.0
1630541,339,Moses Moody,1612709902,SCW,2,65,15,41,0.366,7,18,0.389,5,7,0.714,3,8,11,2,1,1,7,7,46,26,0.29,0.14
1631198,340,Aminu Mohammed,1612709909,DEL,12,53,22,39,0.564,0,2,0.0,1,4,0.25,10,10,20,3,2,0,6,4,45,44,0.5,0.33
