team_logo,TEAM,Pace,eFGPCTG,TOVPCTG,ORBPCTG,FTPERFGA,ORtg
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709931/primary/D/logo.svg,CAPITANES,85.5,.464,15.5,31.3,.084,105.3
https://ak-static.cms.nba.com/wp-content/uploads/logos/nbagleague/1612709928/primary/L/logo.svg,GO-GO,85.5,.610,15.6,30.3,.104,127.5
