GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,2022200251,130,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,1,2,19,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,151,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,1,0,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,149,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,170,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,2,11,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,27,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,175,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,2,11,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-118,243,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,187,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,2,9,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,193,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,192,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,2,8,41,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,94,65,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,228,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,2,5,50,Made Shot,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,28,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,348,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,3,7,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-107,106,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,351,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,3,7,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-82,156,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,359,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,3,6,12,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,20,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,378,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,3,5,33,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,434,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,3,1,3,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,25,1,1,20230209,MHU,MXC
Shot Chart Detail,2022200251,557,1628150,Rigoberto Mendoza,1612709931,Ciudad de Mexico Capitanes,4,1,40,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-17,30,1,1,20230209,MHU,MXC
